stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Sachem\Desktop\studia\I rok\II semestr\6.Podstawy programowania 2\Podstawy programowania2-projekt [Kaczmarski]\Arkanoid-menu\allegro5.cfg r
display  D   display_settings.c:398  _al_score_display_settings       [   0.04578] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04579] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04581] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04582] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04583] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04585] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04586] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04587] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04589] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04590] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04591] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04593] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04594] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04596] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04597] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04598] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04600] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04601] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04603] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04604] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04605] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04607] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04608] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04609] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04611] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04612] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04613] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04615] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04616] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04617] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04619] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04620] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04622] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04623] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04624] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04626] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04627] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04628] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04630] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04631] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04634] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04635] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04636] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04637] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04639] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04640] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04641] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04643] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04644] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04645] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04647] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04648] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04649] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04650] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04652] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04653] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04654] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04656] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04657] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04658] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04660] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04661] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04662] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04664] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04665] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04666] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04669] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04670] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04673] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04674] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.04675] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04677] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04678] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04679] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04681] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.04682] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.04683] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1682 d3d_create_display_internals     [   0.04687] Trying format 0.
d3d      I         d3d_disp.cpp:1358 d3d_display_thread_proc          [   0.04705] Chose a display format: 23
d3d      I         d3d_disp.cpp:1427 d3d_display_thread_proc          [   0.04709] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.14206] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:853  d3d_create_device                [   0.21674] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:861  d3d_create_device                [   0.21679] Success
d3d      D         d3d_disp.cpp:1705 d3d_create_display_internals     [   0.21683] Resumed after wait.
d3d      I         d3d_disp.cpp:1738 d3d_create_display_internals     [   0.21688] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1769 d3d_create_display_internals     [   0.21691] Returning d3d_display: 00000000010ba2d0
d3d      D         d3d_disp.cpp:1794 d3d_create_display_locked        [   0.21692] al_display=00000000010ba2d0
d3d      D         d3d_disp.cpp:1795 d3d_create_display_locked        [   0.21694] al_display->vt=00000000010ba160
system   D            wsystem.c:874  _al_win_safe_load_library        [   0.21718] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:780  load_library_at_path             [   0.21721] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:783  load_library_at_path             [   0.21760] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.21764] Module "d3dx9_43.dll" loaded.
audio-dsound I           dsound.cpp:271  _dsound_open                     [   0.22687] Starting DirectSound...
audio-dsound D           dsound.cpp:280  _dsound_open                     [   0.28210] DirectSoundCreate8 succeeded
audio-dsound I           dsound.cpp:73   get_window                       [   0.28244] Using desktop window: 0000000000010010
audio    I              audio.c:347  do_install_audio                 [   0.28279] Using DirectSound driver
audio-dsound D           dsound.cpp:311  _dsound_allocate_voice           [   0.28297] Allocating voice
audio-dsound D           dsound.cpp:370  _dsound_allocate_voice           [   0.28299] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   0.28301] added dtor for voice 0000000000edc430, func 00007ff8d4d95024
dtor     D               dtor.c:196  _al_register_destructor          [   0.28302] added dtor for mixer 0000000000ee6850, func 00007ff8d4d904dc
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   0.28304] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   0.28306] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   0.28546] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   0.28549] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   0.28555] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   0.28558] added dtor for sample_instance 0000000000ee8b60, func 00007ff8d4d8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28562] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28565] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28566] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28567] added dtor for sample_instance 0000000000ee9370, func 00007ff8d4d8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28569] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28570] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28571] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28572] added dtor for sample_instance 0000000000ee9490, func 00007ff8d4d8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28574] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28576] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28577] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28578] added dtor for sample_instance 0000000000ee8880, func 00007ff8d4d8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28582] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28584] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28585] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28587] added dtor for sample_instance 0000000000ee89a0, func 00007ff8d4d8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28601] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28602] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28604] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28605] added dtor for sample_instance 0000000000ef56a0, func 00007ff8d4d8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28607] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28608] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28610] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28611] added dtor for sample_instance 0000000000ef57c0, func 00007ff8d4d8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28612] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28614] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28615] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28616] added dtor for sample_instance 0000000000ef58e0, func 00007ff8d4d8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28618] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28619] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28620] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28621] added dtor for sample_instance 0000000000ef5a00, func 00007ff8d4d8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28623] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28624] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28625] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28626] added dtor for sample_instance 0000000000ef5b20, func 00007ff8d4d8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28628] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28630] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28631] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28632] added dtor for queue 0000000000ee95b0, func 00007ff8d4c8c5dc
dtor     D               dtor.c:196  _al_register_destructor          [   0.28634] added dtor for timer 0000000000ef5c40, func 00007ff8d4c9fb3b
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.28640] opening image/background/main_menu_bg.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.28757] opening image/background/main_menu_bg.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.30006] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.30012] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.30013] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.30015] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.30016] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.30017] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.30018] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.30019] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.30021] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.30022] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.30023] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.30025] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.30029] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.30092] added dtor for bitmap 0000000000f02910, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.30796] opening image/button/main_button.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.30911] opening image/button/main_button.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31147] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31152] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31153] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31155] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31156] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31157] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31159] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31160] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31161] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.31162] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.31164] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.31165] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.31167] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.31345] added dtor for bitmap 0000000000f02d70, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.31586] opening image/button/main_hover_button.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.31671] opening image/button/main_hover_button.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31681] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31683] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31685] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31686] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31687] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31688] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31690] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31691] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.31692] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.31693] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.31695] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.31696] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.31697] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.31736] added dtor for bitmap 0000000000ef5cf0, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.31918] opening image/button/mute.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.31998] opening image/button/mute.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32102] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32105] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32106] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32107] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32109] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32110] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32112] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32115] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32117] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.32121] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.32122] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.32125] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.32127] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.32161] added dtor for bitmap 0000000000ef92d0, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.32371] opening image/button/hover_mute.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.32463] opening image/button/hover_mute.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32570] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32573] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32575] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32576] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32577] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32578] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32579] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32581] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32582] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.32583] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.32584] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.32586] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.32587] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.32664] added dtor for bitmap 0000000000efb080, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.32782] opening image/button/unmute.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.32869] opening image/button/unmute.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32973] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32976] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32977] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32978] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32980] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32981] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32982] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32983] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.32985] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.32986] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.32987] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.32988] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.32990] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.33024] added dtor for bitmap 0000000000f005a0, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.33134] opening image/button/hover_unmute.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.33237] opening image/button/hover_unmute.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.33327] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.33330] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.33331] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.33332] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.33333] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.33334] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.33336] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.33337] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.33338] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.33339] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.33340] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.33342] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.33343] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.33375] added dtor for bitmap 0000000000eff0c0, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.33511] opening audio/music/main_menu.mp3 rb
dtor     D               dtor.c:196  _al_register_destructor          [   0.46740] added dtor for sample 0000000000ee5950, func 00007ff8d4d91a1d
dtor     D               dtor.c:196  _al_register_destructor          [   0.46775] added dtor for sample_instance 0000000000ef5ea0, func 00007ff8d4d8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.46778] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.46780]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.46781]  0.000000 0.707107
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.46785] opening fonts/START.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.47290] opening fonts/START.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47344] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47347] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47348] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47349] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47351] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47352] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47353] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47354] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47355] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.47357] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.47358] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.47359] Found a format
